Price,Model,Year,لون السيارة,نوع الوقود,أصل السيارة,رخصة السيارة,نوع الجير,الزجاج,قوة الماتور,عداد السيارة,عدد الركاب,وسيلة الدفع,معروضة,أصحاب سابقون,إضافات
['55000'],سكودا رومستر,2010.0,أحمر,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1190,58000 كيلو متر,3+1,إمكانية التقسيط,للبيع فقط,يد ثانية,"مُكيّف
مسجل CD"
['123456'],هونداي i30,2008.0,خمري,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,,,إمكانية التقسيط,للبيع فقط,3,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['43500'],فورد فيستا,2014.0,فضي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1250,,,نقدا فقط,للبيع فقط,,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
وسادة حماية هوائية"
['46000'],اوبل كورسا,2013.0,فيراني,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,60.000,4+1,إمكانية التقسيط,للبيع أو التبديل,,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية"
['30000'],سيت قرطبة,2005.0,أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,,4+1,نقدا فقط,للبيع فقط,,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فرش جلد
وسادة حماية هوائية"
['73000'],سيت ليون,2016.0,أبيض,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,,4+1,نقدا فقط,للبيع فقط,غير منمر,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية"
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
['43000'],هونداي فيرنا,2006.0,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,130000,,نقدا فقط,للبيع فقط,,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم"
['138000'],كيا سبورتاج,2016.0,بترولي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,59000,4+1,نقدا فقط,للبيع أو التبديل,يد اولى,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
,,,,,,,,,,,,,,,
['88000'],فولكسفاجن كادي,2013.0,سكني,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,١٣٠٠٠٠ كيلومتر,6+1,نقدا فقط,للبيع فقط,يد اولى,"مُكيّف
إغلاق مركزي
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية"
['75000'],مرسيدس 412,1997.0,أبيض عاجي,ديزل,تجاري,فلسطينية,عادي,الكتروني,3000,30000,6+1,نقدا فقط,للبيع فقط,,مسجل CD
['68000'],سيت ليون,2014.0,فيراني,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,80000,4+1,نقدا فقط,للبيع فقط,يد أولى,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية"
['155000'],بي ام دبليو 520,2014.0,أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,١٢٠٠٠٠,4+1,إمكانية التقسيط,للبيع أو التبديل,ثالثه,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['48000'],هونداي توسان,2006.0,ذهبي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,,4+1,نقدا فقط,للبيع فقط,يد اولى,"مُكيّف
إغلاق مركزي
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['25000'],بي ام دبليو 316,1986.0,ذهبي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1800,,4+1,نقدا فقط,للبيع فقط,,"جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد"
['23000'],دايو لانوس,1997.0,أبيض,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1498,00000,4+1,نقدا فقط,للبيع فقط,8,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم"
['115000'],نيسان كشكاي,2015.0,رمادي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1200,50,4+1,نقدا فقط,للبيع أو التبديل,0,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
وسادة حماية هوائية"
['57000'],هونداي اكسنت,2014.0,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,69000,4+1,نقدا فقط,للبيع أو التبديل,5,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية"
['50000'],اوبل كورسا,2013.0,أسود ميتالك,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,,4+1,نقدا فقط,للبيع أو التبديل,2,"مُكيّف
إغلاق مركزي
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية"
,,,,,,,,,,,,,,,
['150000'],اودي Q7,2008.0,أبيض عاجي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,3600,130الف,6+1,نقدا فقط,للبيع فقط,,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['40000'],سكودا اوكتافيا,2000.0,أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,,4+1,إمكانية التقسيط,للبيع فقط,,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فرش جلد"
['75000'],هونداي ix35,2011.0,فضي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,100,5+1,نقدا فقط,للبيع فقط,يد اولى,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['41000'],هونداي كليك,2008.0,كحلي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,ماشيه 80الف كم,4+1,نقدا فقط,للبيع فقط,يد تانيه,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
وسادة حماية هوائية"
,,,,,,,,,,,,,,,
['34000'],بيجو 208,2008.0,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,,4+1,نقدا فقط,للبيع فقط,2,
['72999'],سكودا فابيا,2017.0,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1200,,4+1,إمكانية التقسيط,للبيع أو التبديل,استيراد الماني,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
وسادة حماية هوائية"
,,,,,,,,,,,,,,,
['30000'],فولكسفاجن باسات,1998.0,أبيض عاجي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,190الف,4+1,نقدا فقط,للبيع فقط,3,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['47000'],هونداي i30,2008.0,فضي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,,4+1,إمكانية التقسيط,للبيع فقط,ثانية,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية"
['98000'],كيا سبورتاج,2013.0,سكني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,60000,4+1,نقدا فقط,للبيع فقط,4,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['162000'],بي ام دبليو X5,2008.0,رمادي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,3000,00000,6+1,إمكانية التقسيط,للبيع أو التبديل,3,"مُكيّف
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['119000'],هونداي توسان,2016.0,أزرق,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,48000,,نقدا فقط,للبيع فقط,0,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['60000'],فولكسفاجن توران,2009.0,رمادي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1900,143,6+1,إمكانية التقسيط,للبيع فقط,رابعة,"مُكيّف
إغلاق مركزي
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['40000'],بيجو بارتنر,2007.0,سكني,ديزل,خصوصي,فلسطينية,عادي,يدوي,1600,,4+1,إمكانية التقسيط,للبيع أو التبديل,,
['48000'],كيا مورننغ,2016.0,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1000,15 الف,4+1,نقدا فقط,للبيع فقط,يد اولى,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['105000'],كيا سبورتاج,2015.0,فيراني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,,4+1,نقدا فقط,للبيع فقط,,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
,,,,,,,,,,,,,,,
['54500'],سكودا اوكتافيا,2009.0,فيراني,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1900,,4+1,نقدا فقط,للبيع فقط,يد اولى,"مُكيّف
إغلاق مركزي
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية"
['124999'],كيا سبورتاج,2016.0,أبيض عاجي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,,,نقدا فقط,للبيع فقط,,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['62000'],كيا برايد,2014.0,فيراني,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1400,77000,4+1,نقدا فقط,للبيع فقط,يد اولى,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['42000'],اوبل كورسا,2011.0,رمادي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,150000,4+1,نقدا فقط,للبيع أو التبديل,2,"مُكيّف
إغلاق مركزي
مسجل CD
وسادة حماية هوائية"
['38000'],هونداي جيتس,2010.0,أسود ميتالك,بنزين,تأجير,فلسطينية,اوتوماتيك,الكتروني,1400,١٢٠٠٠٠,,إمكانية التقسيط,للبيع أو التبديل,٢,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
,,,,,,,,,,,,,,,
['68000'],سكودا اوكتافيا,2011.0,أسود,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,71000,4+1,نقدا فقط,للبيع فقط,يد ثانيه,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
وسادة حماية هوائية"
['75000'],سيت ابيزا,2012.0,أبيض عاجي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1200,31000,4+1,نقدا فقط,للبيع فقط,يد اولى,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
وسادة حماية هوائية"
['19000'],سوبارو عريض,1986.0,أحمر,بنزين,خصوصي,فلسطينية,عادي,يدوي,1600,,4+1,إمكانية التقسيط,للبيع فقط,,"مُكيّف
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['12000'],اوبل اسكونا,1983.0,أزرق سماوي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,0000000,4+1,نقدا فقط,للبيع فقط,7,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد"
['60000'],هونداي توسان,2008.0,أسود,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,125000,4+1,إمكانية التقسيط,للبيع أو التبديل,3,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
وسادة حماية هوائية"
['19000'],سوبارو عريض,1986.0,أبيض,بنزين,عمومي,فلسطينية,عادي,يدوي,1600,,,إمكانية التقسيط,للبيع فقط,,"مسجل CD
جنطات مغنيسيوم"
['40000'],بي ام دبليو 318,1996.0,زيتي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1800,,4+1,إمكانية التقسيط,للبيع أو التبديل,يد سادسة,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['102000'],سكودا اوكتافيا,2015.0,عدة الوان,ديزل,خصوصي,فلسطينية,عادي,الكتروني,2000,,,نقدا فقط,للبيع فقط,١,"مُكيّف
إغلاق مركزي
مسجل CD
فتحة سقف
جنطات مغنيسيوم
وسادة حماية هوائية"
['38000'],اوبل كورسا,2009.0,أسود,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,111000,4+1,نقدا فقط,للبيع فقط,,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية"
['30000'],فولكسفاجن كادي,2001.0,أبيض عاجي,ديزل,تجاري,فلسطينية,عادي,الكتروني,1900,277000,4+1,نقدا فقط,للبيع فقط,يد اولى,"مُكيّف
مسجل CD"
['130000'],كيا سبورتاج,2015.0,أبيض عاجي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,45000,4+1,إمكانية التقسيط,للبيع أو التبديل,0,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد"
,,,,,,,,,,,,,,,
['7000'],سوبارو نملة,1982.0,أبيض,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,100000,4+1,نقدا فقط,للبيع أو التبديل,يد ثانيه,جنطات مغنيسيوم
['27000'],بي ام دبليو 316,1988.0,فيراني,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,,,نقدا فقط,للبيع أو التبديل,,"إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
['113000'],بي ام دبليو 320,2012.0,فيراني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,٧٨٠٠٠,4+1,نقدا فقط,للبيع فقط,يد ثانية,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية"
